Name,Address,Latitude,Longitude,Type
Azərişıq Baş İdarə,"Bakı, Nərimanov rayonu, Kazımzadə küçəsi 20 (""Azərişıq"" Baş İdarə)",40.389364,49.850059,atm
Oba market (Əlicabbar Orucəliyev küç.),"Bakı, Nərimanov rayonu, Əlicabbar Orucəliyev 5C, (Oba market)",40.3962291,49.8755532,atm
Azərbaycan gözdən əlillər cəmiyyətinin inzibati binası,"Bakı, Nərimanov rayonu, Faiq Yusifov 40, (Azərbaycan gözdən əlillər cəmiyyəti - inzibari bina)",40.4081377,49.8702131,atm
Araz market (Dostluq K/T),"Baki şəh.,Nərimanov r-nu,Ceyhun Hacıbəyli küç.39, ""Spar"" market",40.39030628769046,49.84648598972087,atm
Azərbaycan Gənclər və İdman Nazirliyi,"Bakı, Nərimanov rayonu, Olimpiya küçəsi 4 (Azərbaycan Gənclər və İdman Nazirliyi)",40.399363,49.855252,atm
ASAN 7,"Bakı, Nərimanov r-nu, Aşıq Molla Cümə (ASAN 7)",40.413547393954175,49.85578457315257,atm
Socar YDM (Ziya Bünyadov prospekti),"Baki şəhəri, Ziya Bünyadov prospekti, 2074 saylı məhəllə, (“Socar” YDM)",40.425189,49.906662,atm
Keşlə (Neptun Supermarket),"Bakı, Nərimanov rayonu, Keşlə qəsəbəsi (Neptun Supermarket)",40.415868986129276,49.86867514517272,atm
Babək pr. (Sizin market),"Bakı, Xətai r-nu, Babək pr. ilə Q.Qarayev küç. kəsişməsi (Sizin market 24/7)",40.39478087355298,49.9500376529113,atm
"""Azerfon"" MMC","Bakı, Nərimanov rayonu, H.Əliyev pr. 106A (""Azerfon"" şirkəti)",40.416694,49.908860,atm
Mənzil-kommunal təsərrüfatı dep.,"Bakı şəhəri, Nərimanov rayonu, Yusifbəyli küç. 73 (Bakı şəhəri Mənzil-kommunal təsərrüfatı dep.)",40.39602220254467,49.843002459137416,atm
Keşkə stadionu,"Heydər Əliyev prospekti ""Şəfa"" stadionu",40.411293,49.896965,atm
Bolmart (Nərimanov),"Bakı, Nərimanov rayonu, Ülvi Bünyadzadə 2 (Bolmart Təbtiz k.)",40.385283,49.850846,atm
ABB Baş İdarə,"Bakı, Nəsimi rayonu, Nizami küçəsi, 67 (Azərbaycan Beynəlxalq Bankı, Baş İdarə)",40.372273,49.836737,atm
Neptun supermarket (Moskva p.),"Bakı, Nəsimi rayonu, Moskva pr. (""Neptun"" supermarket)",40.396672,49.815462,atm
Alvadı market (4-cü MKR),"Nəsimi r.,4-cü MKR E.İsgəndərov küç., 13",40.417322,49.822512,atm
Spar market (3-cü MKR),"Bakı, Cavadxan küç., məh. 3005 (Spar market)",40.40681521433774,49.81293513798374,atm
Bakı Sağlamlıq Mərkəzi,"Bakı ş., Nəsimi rayonu, N.Yusifbəyli küç. və Azadlıq pr.kəsişməsi, Bakı Sağlamlıq Mərkəzi",40.398583,49.839810,atm
"ABB,Baş İdarə","Bakı, Səbail rayonu, Nizami küçəsi, 67 (ABB  Baş İdarə)",40.372165,49.836578,atm
Fövqəladə Hallar Nazirliyi,"Bakı, Nəsimi rayonu, Füzuli küçəsi 69 (Fövqəladə Hallar Nazirliyi)",40.379028,49.844066,atm
Olimpik Star idman kompleksi,"Bakı şəh., Nəsimi rayonu, Mərdanov qardaşları,137, ""Olimpik Star"" idman kompleksinin yanı.",40.401234,49.831350,atm
Adore Mart,"Bakı şəhəri, Nəsimi r-nu, M.Qaşqay küçəsi, 104, ADORE MART",40.393318,49.843006,atm
Oba market (3 MKR. ƏCƏMI),"Bakı, Nəsimi ray., Hüseynbala Əliyev (Oba market), Memar Əcəmi m/s yaxınlığı",40.409972,49.819026,atm
ABB-nin Nizami filialı-1,"Bakı ş. Nizami rayonu, T.Abbasov və Ə.Hacıyev küç. Kəsişməsi 2453 məhəllə",40.419242,49.933865,atm
Market (Çobanzadə küç.),"Bakı, Nizami rayonu, Çobanzadə küçəsi 57 (Market)",40.4000943,49.9389424,atm
Bizim Market (8-ci km),"Nizami rayonu, 2381-ci məhəllə Bəhruz Nuriyev kü",40.403811,49.959784,atm
Oba market (8-ci km bazar),"Bakı, Nizami r., Q. Qarayev PR. Ev .89",40.405737,49.947720,atm
Oba market (Keşlə),"Bakı, Nizami rayonu, Keşlə qəsəbəsi, Kazımov küçəsi (Market)",40.3924261,49.8942294,atm
142 saylı poçt,"Bakı,  Nizami r-nu, İ.Məmmədov 7 (142 saylı poçt)",40.39774325650495,49.955289899635524,atm
Araz market (Naxçıvanski),"Bakı, Nizami rayonu, C.Naxçıvanski küçəsi, 71 (""Araz"" ticarət mərkəzi)",40.409342,49.956267,atm
Araz market (Planet ş/s),"Nizami rayonu, Mehdi Abbasov küçəsi 4C (Araz market, Planet ş/s yaxınlığı)",40.412667,49.933928,atm
Bakımart market,"Bakı ş. Nizami r-nu, Qara Qarayev pr-ti, 39 (""Bakımart"" supermarket)",40.415972,49.939291,atm
Optimal market (Tofiq Abbasov küç.),"Bakı, Nizami r-nu, Tofiq Abbasov 9 (""Optimal"" market)",40.4209338,49.9249186,atm
Oba market (Polis Taboru),"Bakı, Nizami rayonu, 8-ci km qəsəbəsi, Məhsəti Gəncəvi küçəsi 159a-159d (Oba market)",40.403280,49.940502,atm
Oba market (Mədəniyyət evi),"Bakı, Nizami rayonu, Babək prospekti 2776/77-cı məhəllə (Oba market)",40.3861780131973,49.905875597114246,atm
Bravo market (Özbəkistan küçəsi),"Bakı şəhəri, Nizami rayonu, Özbəkistan küçəsi (Bravo market) - Romans Palas yaxınlığı",40.41491831036991,49.927172865974775,atm
"Araz market (""Start"" idman kompleksinin yanı)","Bakı şəhəri, Nizami rayonu Şərifli küç. 25 (""Araz"" market- ""Start"" idman kompleksinin yanı)",40.413225,49.949429,atm
Veysəloğlu Ulduz fabriki,"Bakı, Nizami rayonu, Zəki Məmmədov (Veysəloğlu ""Ulduz"" şokolad fabriki)",40.40292,49.895034,atm
Bestmart,"Bakı ş., Nizami r. Q.Qarayev prospekti, ev 124-126",40.397263,49.953151,atm
Xaçmaz kəndi,"Oğuz rayonu, Xaçmaz kəndi (Kənd İcra nümayəndəliyinin inzibati binası)",41.03188412206423,47.60547318863613,atm
Luksoil YDM,"Oğuz Rayonu, Sincan kəndi (Luksoil YDM)",40.93882029457601,47.600632655273365,atm
Araz store (Oğuz),Oğuz ş. H.Əliyev  (Araz store),41.064666,47.463550,atm
Oğuzmart,"Oğuz şəh., Cavanşir küç.",41.06776302854087,47.46166590695176,atm
ABB-nin Oğuz filialı,"Oğuz, H.Əliyev küçəsi 98 (ABB Oğuz filialı)",41.07513162361538,47.46630194724633,atm
Kərimli qəsəbəsi,"Oğuz, Kərimli qəs. Üç yol kəsişməsi (Market)",40.97129721343012,47.48912400230216,atm
Qapıcıq ticarət mərkəzi,"Ordubad, Qapıcıq ticarət mərkəzi",38.908166,46.021242,atm
Məişət evi (Sabir Dizə kəndi),"Ordubad r-nu, Sabir Dizə kəndi (Məişət evi )",38.945438,45.826706,atm
Laçın Market (Pirallahı),"Pirallahı r., S.Vurğun küç. (Laçın Market)",40.455673,50.337098,atm
Oba market (Pirallahı),"Xəzər r., Pirallahı qəsəbəsi, Oba market",40.468143,50.326045,atm
Araz market (Pirallahı),"Bakı ş. Pirallahı r-nu, Araz market",40.45951461791992,50.33545684814453,atm
Sahil Optimal,"Qaradağ r., Sahil qəsəbəsi, Məhərrəm Seyidov küç,",40.226955,49.575993,atm
"Oba market (Lökbatan, 28 May küç.)","Qaradağ r., Lökbatan qəsəbəsi, 28 may küç. (""OBA"" market)",40.32605743408203,49.74203109741211,atm
Gəmiqayırma zavodu,"Bakı ş. Qaradağ r., Salyan şossesi 24 km. (Gəmiqayırma zavodu)",40.26524907348759,49.66529621561048,atm
Oba market (Sabir küç.),"Bakı ş. Qaradağ r., Sanqaçal qəsəbəsi, Sabir küçəsi (Oba market)",40.166751861572266,49.46155548095703,atm
Coşqun market (Qaradağ),"Qaradağ r., Ələt qəsəbəsi, Kamil Məmmədov küçəsi (""COŞQUN"" market)",39.95484161376953,49.408084869384766,atm
Rifah market (Qaradağ),"Qaradağ r., Sahil qəsəbəsi, Nəriman Nərimanov küç, 3",40.226876,49.583904,atm
"Oba market (Lökbatan, D.Bünyadzadə küç.)","Qaradağ r., Lökbatan qəsəbəsi, D.Bünyadzadə küçəsi 1 (Oba market)",40.32728576660156,49.71882629394531,atm
Socar YDM (Bakı-Səlyan şossesi) - 1,"Qaradağ r., Bakı-Səlyan şossesinin 14-cü km.-də yolun sağ tərəfi (""Socar"" YDM)",40.296492,49.752394,atm
Socar YDM (Bakı-Səlyan şossesi),"Qaradağ r-nu, Bakı-Səlyan şossesinin 70-ci km.-də Hacıqabul-Astara yolayrıcında, Bakı-Ələt yolunun sağ tərəfi (""Socar"" YDM )",39.967448,49.409069,atm
Grandmart (Qobu),"Qaradağ rayonu, Lökbatan qəsəbəsi (Grandmart)",40.34317398071289,49.751800537109375,atm
Qobustan İdeal market,"Qaradağ r., Qobustan qəsəbəsi (""İdeal"" Mebel mağazası)",40.08033752441406,49.4132080078125,atm
Qobustan - Təbriz market,"Bakı, Qaradağ r., Qobustan qəs. (Təbriz market)",40.083529059362924,49.41202043201628,atm
Puta qəs. (Oba market),"Bakı, Qaradağ rayonu, Puta qəs. (Oba market)",40.299558085073855,49.66176516206742,atm
"Lökbatan, 28 May küçəsi","Qaradağ r., Lökbatan qəs. 28 May küç.",40.32234573364258,49.73484420776367,atm
Hərbi hissə (Qaradağ),"Qaradağ.r,. Bakı-Ələt yolu (M4), 25-ci km",40.283416748046875,49.7291259765625,atm
Aydan market (Qax),"Qax rayonu, Ü. Hacıbəyov küç.1",41.41997213788232,46.91745062045867,atm
Oğuz-Qax-İlisu yolu,"Qax şəhəri, H.Əliyev pr. Qaxıngiloy və Qaxbaş kəndlərin birləşdiyi ərazi, İlisu kəndinə gedən yol",41.43002805615341,46.958456888706884,atm
El Dost market (Qax),"Qax rayonu, Mərkəzi Avtovağzal, H.Əliyev pr-ti",41.415880579418754,46.90333256762513,atm
"""Stop"" market (Qax)","Qax rayonu, Yevlax-Balakən-Gürcüstan şossesi 90-cı km",41.390415,46.745077,atm
ABB-nin Qazax filialı - 1,"Qazax r., Sabir küçəsi 75 (ABB Qazax filialı)",41.089988,45.358857,atm
Qazax - Bazarstore,"Qazax, H.Əliyev prosp. (Bazarstore)",41.096981,45.377598,atm
7 gözəl ticarət mərkəzi,"Qazax şəh., Azadlıq küçəsi (7 gözəl ticarət mərkəzi)",41.094810945647815,45.365615596889,atm
Göyçə market (Qazax),"Qazax, Azadlıq küç., (Vağzal Binası)",41.089427,45.352479,atm
Market (Yuxarı Salahlı),"Qazax, Qazax, Yuxarı Salahlı (market)",41.240084496571846,45.263357940062775,atm
Əsədoğlu market (Daş Salahlı),"Qazax, Daş Salahlı kəndi (Əsədoğlu market )",41.13504031365082,45.266065341406026,atm
Murad market,Qazax Şəh. N.Nərimanov 72C (“Murad Market”),41.09803950538207,45.342922309969794,atm
Elvin market (Qazax),"Qazax rayonu, Kəmərli kəndi",41.22004754785183,45.12276684184158,atm
İK market,"Qazax, Ə.A.Şıxlinski və Ş.İ.Xətai küçələrinin kəsişməsi (İk market)",41.096924507411124,45.35013761924103,atm
Avropa market (Qazax),"Qazax, H.Əliyev pr-ti 173 (""Avropa"" market)",41.097373,45.377244,atm
Aviapetrol (Qazax),"Qazax -Çaylı yolu, QƏrb Qapısı restoranın yanı",41.103200,45.338827,atm
ABB Qəbələ filialı-1,"Qəbələ , Qəbələ, İ.Qutqaşınlı küçəsi, 37",40.981172,47.848992,atm
Qəbələ Mərkəzi Poçt,"Qəbələ , Qəbələ, H.Əliyev prospekti 31 (Qəbələ poçtu)",40.9767587,47.8532103,atm
Böyük Əmirli,"Qəbələ Rayonu,  Böyük Əmirli kəndi (Bizim Market)",40.8605022,47.7572106,atm
Nic kəndi,"Qəbələ, Nic (ATS)",40.9397161,47.6675996,atm
Röya market (Vəndam),"Qəbələ, Vəndam ( ""Röya"" market )",40.945222,47.944572,atm
Qutqaşınlı küçəsi,"Qəbələ, I.B.Qutqaşınlı küçəsi",40.97713211018328,47.84559539486955,atm
Ulduz market (Hacıalı),"Qəbələ, Hacıalı (Ulduz market)",40.84321652024895,47.727200647150994,atm
Makromart market,"Qəbələ, Zarağan kəndi (""Makromart"" market )",40.9281958,47.801864,atm
Araz market (Zarağan qəs.),"Qəbələ Rayonu, Zarağan Qəsəbəsi",40.928872,47.801910,atm
Oba market (Qobustan),"Qobustan rayonu (""Oba"" market)",40.080623,49.413528,atm
Ramil market (Qobustan),Qobustan rayonu (Ramil market),40.53514055786753,48.913971206905494,atm
Quba Mega Store,"Quba Şəhəri, H.Əliyev Pr. Tofiq Əhmədov 1 (Mega Store Super Market)",41.362346,48.528652,atm
Quba Mərkəzi Xəstəxana,"Quba r-nu, H.Əliyev prospekti, (Quba Mərkəzi Xəstəxana)",41.357189,48.493482,atm
Oba market (Qusar),"Qusar, Oba market",41.41895299584495,48.41726102389853,atm
Qusar Mərkəzi Xəstəxanası,"Qusar , Çingiz Qurbanov k. (Pioner market)",41.430196,48.441192,atm
Nadir Ticarət mərkəzi,Saatlı rayon Şirinbəy kəndi (Nadir Ticarət mərkəzi),39.88524638919933,48.53784214857403,atm
ABB-nin Saatlı filialı,"Saatlı, H.Əliyev pr. 178 (ABB Saatlı filialı)",39.938093,48.364036,atm
ABB-nin Saatlı filialı,"Saatlı, H.Əliyev pr. 178 (ABB Saatlı filialı)",39.938093,48.364036,atm
SABIRABAD OBA,"Sabirabad, H.Əliyev pr. (Oba market)",40.011417,48.470944,atm
Bazarstore (Sabirabad),"Sabirabad şəhəri, Heydər Əliyev pr.35",40.00424833500348,48.47037871300628,atm
OBA market (Şabran),"Şabran şəhəri, Məhəmməd Əmin Rəsulzadə 272B (Oba market)",41.201596,48.981878,atm
Şabran Telekommunikasiya qovşağı,"Şabran, H.Əliyev küçəsi (Telekommunikasiya qovşağı)",41.2000261,48.9846549,atm
Qayalı Market (Şabran DYV yanı),"Şabran şəhəri, Qayalı market (Şabran Dəmir Yolu Vağzalı yanında)",41.20963869417298,48.9966102775522,atm
OBA market (Gəndob kəndi),"Şabran rayonu, Gəndob kəndi (Oba market)",41.2595909,48.9025509,atm
A Plus Store,"Bakı ş. Sabunçu r., Bakıxanov qəs., Sülh və Neftçilər küç. kəsişməsi (A plus store)",40.42174240141368,49.96990174653606,atm
Oba Market (Nardaran),"Bakı, Sabunçu rayonu, Nardaran qəs. (Oba market)",40.55756251609222,50.00794099965487,atm
Oba market (Kürdəxanı),"Bakı, Sabunçu rayonu, Kürdaxanı qəsəbəsi (Oba market)",40.545716,49.916783,atm
Oba makret - Ramana,"Bakı şəhəri, Sabunçu r-nu, Ramana qəs. (Oba market)",40.480817,49.986323,atm
Sərham market,"Bakı şəh., Nazim İsmayılov küç., 5 (Sərham-1 market)",40.430535,49.957662,atm
Xəyal Ticarət Mərkəzi,"Bakı, Sabunçu rayonu, Maştağa qəsəbəsi, Heybətov küçəsi 1 (Bazar, ""Xəyal"" Ticarət mərkəzi)",40.525772,49.995601,atm
Maştağa - Araz market,"Bakı, Sabunçu, Maştağa qəs., Azərbaycan qadını (Araz market)",40.554935,50.022777,atm
İl komplex,"Bakı, Sabunçu rayonu, Kürdaxanı qəsəbəsi, ""İl komplex"")",40.547473,49.911127,atm
Araz market (Qırmızı küç.),"Bakı, Sabunçu rayonu, Sabunçu qəsəbəsi, Qırmızı küçə 5",40.444828,49.943353,atm
Megastore market (Bakıxanov qəs.),"Bakı, Bakıxanov qəs., Gənclər küç., 27 C ""Megastore"" market",40.410986,49.968736,atm
Bilgəh Qocalar Evi,"Bakı, Sabunçu rayonu, Bilgəh qəsəbəsi, XX qurultay küç.,24",40.5651774,50.031049,atm
Yeni Ramanı Poçt 112,"Bakı, Sabunçu rayonu, Yeni Ramana qəsəbsi, Bünyadzadə küçəsi (Poçt №112)",40.442007,49.977136,atm
Pirşağı 18 saylı mağaza,"Bakı, Sabunçu rayonu, Pirşağı qəs. Ə.Məlikov küç.29 (18 saylı mağaza)",40.557957,49.887773,atm
Avromart Zabrat,"Sabunçu rayonu, Zabrat ŞTQ",40.491417,49.954422,atm
4 saylı ASAN Xidmət Mərkəzi,"Bakı, Sabunçu r-nu, Bakıxanov qəs.,Sülh küç.,8a 4 saylı Bakı ""ASAN xidmət"" Mərkəzi",40.420949,49.969015,atm
Tac market (Maştağa),"Bakı, Sabunçu rayonu, Maştağa qəs., Əhmədağa Əhmədov küçəsi 1 (Tac market)",40.529252,50.011019,atm
Balaxanı Poçt №6,"Bakı, Sabunçu rayonu, Balaxanı qəsəbəsi, M.Ə.Sabir küçəsi ev 1 (Poçt №6)",40.459132,49.922743,atm
Bakı Ticarət Mərkəzi,"Bakı, Sabunçu rayonu, Maştağa qəs. H.Heybatov küç. 13 (""Bakı"" T.M)",40.52841304745526,49.99775520877097,atm
Oba market (Ramana),"Bakı, Sabunçu rayonu, Ramana qəsəbəsi, (Oba Market)",40.45691,49.98757,atm
Araz market (Maştağa),"Bakı, Sabunçu rayonu, Maştağa qəsəbəsi",40.506841,49.975514,atm
Poçt Pirşağı,"Bakı, Sabunçu rayonu, Pirşağı qəsəbəsi, Sovxoz küçəsi 1 (98 №li poçt)",40.529156,49.874017,atm
İstilik kombinatl (Zabrat 2),"Bakı şəhəri, Sabunçu r-nu, Zabrat II qəs. İstilik kombinatı, ""Al"" market",40.491643,49.944678,atm
Neptun supermarket (Nardaran),"Bakı, Sabunçu rayonu, Nardaran qəsəbəsi (Neptun supermarket)",40.5436976893416,49.986414848985625,atm
ABB - Maştağa DYP,"Bakı şəhəri, Sabunçu rayonu, Zabrat-Maştağa şosesi 5/10 (DYP, Texniki baxış mərkəzi)",40.500197,49.962166,atm
OBA market (parkın yanı),"Bakı ş, Sabunçu r., M. Şəfai 18 (Maştağa OBA market Pakın yaxınlığı)",40.532793,50.004612,atm
Oba market (Zabrat 1),"Sabunçu rayonu, Zabrat 1 qəs. (Oba market)",40.47518200469756,49.94492408373571,atm
Pətək supermarket (Şuşa şəhərciyi),"Bakı şəhəri, Sabunçu r-nu, Ramana qəs. Şuşa şəhərciyi (""Pətək"" supermarket )",40.468433,50.014513,atm
Uluxanlı Ticarət Mərkəzi,"Bakı, Sabunçu r-nu, M.Vəkilov küç.,ev 2b, ""Uluxanlı"" Ticarət Mərkəzi ( 1-ci mərtəbə )",40.42310738251768,49.95607702855947,atm
Sərham market,"Bakı şəhəri, Sabunçu r-nu, Bakıxanov qəsəbəsi, Y.Əliyev küç. 00/37, ""Sərham"" market",40.436554,49.959343,atm
Rahat market (Zabrat),"Sabunçu r., Zabrat qəsəbəsi (Rahat market)",40.465812,49.945362,atm
Sabunçu Ticarət Mərkəzi,"Bakı şəhəri, Sabunçu qəsəbəsi, Ə.Məmmədquliyev küç. 5, ""Sabunçu"" ticarət mərkəzi",40.44219166561668,49.94242759789886,atm
Şahbuz Rabitə idarəsi,"Şahbuz rayonu, 28 May küçəsi, ev 12",39.406574,45.571739,atm
Kolanı (icra nümayəndəliyi),"Şahbuz rayonu, Kolanı icra nümayəndəliyi",39.454915,45.682375,atm
Salyan Hacıoğlu,"Salyan ray.,Marisli K. Ələt-Astara yolu 61 km (Hacıoğlu)",39.5941935,48.9035331,atm
İlkin-N MMC market,"Salyan Rayonu, Garabaglı kəndi, Dərələyəz TM",39.769696655130055,48.97645606869309,atm
Salyan Perla Mebel,"Salyan, Bakı-Astara şossesi, 131-ci km (Perla mbel)",39.584365,48.971827,atm
Salyan - Öz geyim,Salyan şəh H.Z.Tağıyaev ev 53A (Öz geyim),39.589979,48.979980,atm
Oba market (Şamaxı),"Şamaxı, Azərbaycan və Bakı küçələrin kəsişməsi (Şamaxı Oba market)",40.63758470739361,48.643366305560974,atm
Favorit market (Şamaxı),"Şamaxı, Nərimanov küç. 25 (Favorit market)",40.639797,48.639261,atm
Şamaxı Universam,"Şamaxı, Şəhriyar küçəsi 1 (Universam)",40.638080,48.636420,atm
OBA market (Şamaxı),"Şamaxı ş., Göylər kəndi  (Şamaxı OBA market 2)",40.492518,48.680252,atm
Təklə kəndi (market),"Şamaxı, Qobustan rayonu, Təklə kəndi (Market)",40.59005567252837,48.78277059720461,atm
Çuxuryurd,Şamaxı Çuxuryurd qəsəbəsi,40.706744204493546,48.63381503841992,atm
Şamaxı - Qayalı market,Şamaxı şəhərinin giriş hissəsinin sağ tərəfi “Qayalı” marketi,40.601502,48.685747,atm
VİP market,"Şamaxı ş., Seyid Əzim Şirvani küç, (""VİP"" market)",40.62618985492619,48.64697936760638,atm
ETM market,"Şamaxı r-nu, M.Ə.Sabir adına qəsəbə",40.58859686756416,48.710497177489636,atm
Qarayeri qəsəbəsi,Samux ray. Qarayeri qəsəbəsi,40.7883727,46.3221531,atm
ABB-nin Samux filialı - 1,"Samux, Samux , Nəbiagalı qəsəbəsi, H.Əliyev prospekti, 134 (ABB Samux filialı)",40.76619506836712,46.40602189588147,atm
Yenikənd qəsəbəsi,"Samux rayonu, Yenikənd qəsəbəsi",40.926711261387624,46.30477480589314,atm
Kitab evi-1,"Bakı, Səbail rayonu, Nigar Rəfibəyli küçəsi 29 (Kitab evi)",40.371540,49.8366995,atm
Bizim Market (Badamdar),"Səbail rayonu, Badamdar qəsəbəsi, R.İsgəndərov küçəsi 4A",40.339497,49.805836,atm
Araz market (Badamdar),"Bakı, Səbayıl r-nu, Badamdar şossesi, 34",40.351064,49.810626,atm
Araz market (20-ci sahə),"Bakı, Səlyan şossesi 20-ci sahə",40.328854,49.818527,atm
Ay market (Bibiheybət),"Bakı, Səbail rayonu, məktəb küçəsində (Meydan)",40.30629905393148,49.82161226889155,atm
Kitab evi-2,"Bakı, Səbail rayonu, Nigar Rəfibəyli küçəsi 29 (Kitab evi)",40.371540,49.8366995,atm
Bibiheybət məscidi,"Bakı, Səbail rayonu, Bakı-Səlyan şos. Bibi heybət məsçidi (Socar YDM)",40.318558,49.821734,atm
Xüsusi Müalicə Sağlamlıq Kompleksi,"Bakı şəhəri, Səbail r-nu, Badamdar şossesi 31 (Xüsusi Müalicə Sağlamlıq Kompleksi)",40.3532548,49.810131,atm
İçərişəhər,"Bakı, Səbail rayonu, Sabir küç. (İcəri şəhər)",40.367878,49.835853,atm
İnvestisiya Xoldinqi,"Bakı şəhəri, Səbail, Azərbaycan prospekti 6, AZ 1005 (İnvestisiya Xoldinqi)",40.370140,49.834495,atm
Sədərək Qaz İdarəsi,"Sədərək, Sədərək rayon Qaz  İdarəsi",39.705024,44.882971,atm
Məişət evi (Sədərək kənd),"Sədərək, Sədərək kəndi (Məişət evi)",39.715318,44.880348,atm
Şəki Turan,"Şəki, Turan",40.8576279,47.2439433,atm
Karvansaray,"Şəki, M.F.Axundov küçəsi 185 (Karvansaray)",41.20065640081308,47.192696888477144,atm
24 saat market,"Şəki, N.Nərimanov küçəsi (24 market)",41.1575006,47.1797249,atm
Rəsulzadə prospekti (market),"Şəki, Məmmədəmin Rəsulzadə prospekti (market)",41.2035946,47.1789536,atm
Ekonom Market (Şəki),"Şəki şəhəri,  M.Ə.Rəsulzadə, 89 (Ekonom market)",41.2021738,47.1778313,atm
Rahat market,"Şəki, Sabit Rəhimov küçəsi (Rahat market)",41.204403,47.167895,atm
Bazarstore (Şəki),Şəki şəhəri Mikayl Müşfiq küçəsi,41.2011884,47.168241,atm
Oba market (Sarıca kəndi),Sheki Sarica kandi,40.8756585,47.3442316,atm
Dağdibi (market),"Şəki, N.Nərimanov küçəsi (Dağdibi) Yoluüstü market",41.1649494,47.1826243,atm
"""Zirvə"" şadlıq evi","Şəki, Böyük Dəhnə kəndi, ""Zirvə"" şadlıq evi",40.9760921,47.1216961,atm
"""Ulduz"" market","Şəki şəhəri, Aşağı Göynük kəndi (“Ulduz” market)",41.2710919,47.0121229,atm
Oba market (Rəsulzadə pr.),"Şəki şəhəri, M.Ə.Rəsulzadə pr. (Oba market)",41.170646079723674,47.167501608026996,atm
Orta zəhzid (market),"Şəki, Orta zəhzid qəsəbəsi (market)",41.1808773,47.2397094,atm
Baş Göynük (mağaza),"Şəki, Baş Göynük (mağaza)",41.3271077,47.1143002,atm
Muradoğlu market,"Şəki, Kiçik Dəhnə kəndi, Muradoğlu market",40.9903792,47.0829386,atm
Dodu məh. (Ticarət Mərkəzi),"Şəki şəhəri, M.Ə.Rəsulzadə  qəs. Dodu məhəlləsi (Ticarət mərkəzi)",41.2266250886393,47.18036562362362,atm
Qoxmuq ərzaq mağazası,"Şəki, Qoxmuq kəndi (ərzaq dükanı)",41.2117144,47.1336442,atm
Oba market (Düyərli kəndi),"Şəmkir rayonu, Düyərli kəndi",40.91224174293924,45.849760757744306,atm
ABB-nin Şəmkir filialı - 1,"Şəmkir, S.Vurğun küçəsi 131 (ABB-nin Şəmkir filialı)",40.83009862611042,46.02020803764185,atm
Oba market (N.Nərimanov küç.),"Şəmkir şəhəri, N.Nərimanov küç, ev 36 (Oba market)",40.82791863759396,46.03316042503847,atm
20 Yanvar küçəsi (Aptek),"Şəmkir, 20 Yanvar küç. (Aptek)",40.8270830,46.0275570,atm
Göysu market,"Şəmkir, Çinarlı qəsəbəsi, ""Göysu"" market",40.78054386242497,46.10962366307333,atm
Zümrüd market (S.Vurğun küç.),"Şəmkir şəhəri, S.Vurğun küçəsi 1 (""Zümrüd"" Market)",40.80845508143643,46.011625364971025,atm
Zümrüd market (Dəllər),"Şəmkir, Dəllər (""Zümrüd"" Market)",40.877960046983134,46.02822894818403,atm
“Ayan” marketin binası,Şəmkir rayonunun Yeni Göyçə kəndi ərazisində (“Ayan” marketin binası),40.673725,45.949518,atm
Şəmkir Kür qəsəbəsi,"Şəmkir, Kür qəsəbəsi (Market-2)",40.906036376953125,46.18333435058594,atm
Oba market (Zəyəm qəsəbəsi),"Şəmkir, Zəyəm qəsəbəsi",40.90403131093439,45.88809050306273,atm
Şəmkir DYS,"Şəmkir, Təzəkənd qəsəbəsi (Şəmkir dəmir yolu stansiyası, market)",40.83558185619012,46.14895179949743,atm
Oba market (Şəmkir küç.),Şəmkir şəhəri Şəmkir küçəsi 156,40.844334551049386,46.0214808261822,atm
Qaraçəmirli kəndi (ATS),"Şəmkir rayonu, Qaraçəmirli kəndi (ATS)",40.84469985961914,46.21489334106445,atm
Dəllər qəsəbəsi,"Şəmkir rayonu, Dəllər qəsəbəsi, M.Əsədov küç. 10",40.86807171178731,46.035563324060746,atm
Çənlibel kəndi,"Şəmkir rayonu, Çənlibel kəndi, Əziz Əliyev küç. 141",40.736359349152686,45.876675387982445,atm
Oba market (Zəyəm Cırdaxan kəndi),"Şəmkir rayonu, Zəyəm Cırdaxan kəndi (""Oba"" market)",40.88614001331207,45.823961127058915,atm
"Şəmkir, Keçili kəndi","Şəmkir rayonu, Keçili kəndi, Aşıq Məsim küçəsi, ""Elmir"" şadlıq sarayında yerləşən gözəllik salonu",40.86296463012695,46.1319694519043,atm
Əlihüseynli market (Seyfəli k.),"Şəmkir rayonu,Seyfəli kəndi ( ""Əlihüseynli"" market )",40.75804138183594,46.13218307495117,atm
Makromart,"Şəmkir, Elşən Allahverdiyev küç. (""Makromart"")",40.840772,46.039142,atm
Şəmkir Zirvə market,Şəmkir şəhəri S.Vurğun küçəsi 59C,40.816968,46.013744,atm
Xanlıqlar kəndi,"Şərur rayon, Xanlıqlar kəndi (İcra nümayəndəliyi)",39.502980,45.025777,atm
Şərur Kompyuter təlim-tədris mərkəzi,"Şərur,H.əliyev prospekti, 37A (Kompyuter təlim-tədris mərkəzi)",39.555615,44.983507,atm
Şərur Dəmir Yolu Vağzalı,"Şərur, Dəmir Yol İdarəsi",39.550345,44.981579,atm
