lat,lon,type
40.446374069275095,49.70095361852881,competitor
40.4467429,49.7746598,competitor
40.44131784918866,49.74818651483471,competitor
40.523947,49.687323,competitor
40.511532,49.941772,competitor
40.543519,49.662952,competitor
40.06560134887695,47.189884185791016,competitor
40.04389591992003,47.44712674755466,competitor
39.74848289323667,47.52689583188733,competitor
40.05174789108378,47.44438540181161,competitor
40.040845830263585,47.44186014616106,competitor
40.240761,47.076033,competitor
40.121478,47.105222,competitor
Səyyar,Səyyar,competitor
40.163327,47.156348,competitor
40.632770,47.572907,competitor
40.5593118849288,47.428207445752946,competitor
40.573779,47.324767,competitor
40.648036,47.471287,competitor
40.55931628166554,47.428209778066986,competitor
40.640642,47.470164,competitor
40.63019365175335,47.46457721515742,competitor
40.538446,47.424371,competitor
41.112131,45.440719,competitor
41.113903096772376,45.44012155349091,competitor
41.11051669744541,45.43690289195264,competitor
41.387223,45.182483,competitor
41.12317416863878,45.44745573104018,competitor
41.120916859406655,45.46100211841675,competitor
41.11532180663432,45.479006333575704,competitor
41.11478547873437,45.44700387289946,competitor
41.09352470669974,45.513117202191594,competitor
41.05870952082634,45.52258079883393,competitor
40.566603,48.391684,competitor
40.566681,48.390917,competitor
40.55865511530523,48.403436828794405,competitor
38.4479518960598,48.875395081461605,competitor
38.464560,48.872644,competitor
39.153612,45.442724,competitor
41.7102966,46.2697115,competitor
41.7219367,46.3971851,competitor
41.7259131,46.4114317,competitor
41.6475155,46.5352563,competitor
41.70253953958725,46.4276518120216,competitor
41.71960449605561,46.415280436658975,competitor
41.6224431,46.3887313,competitor
41.721711,46.418159,competitor
39.642694,47.690111,competitor
39.630939,47.707214,competitor
39.772857666015625,47.62112045288086,competitor
39.7666989,47.876665,competitor
40.368789,47.105262,competitor
40.373889,47.122778,competitor
40.376111,47.134444,competitor
39.455388,48.545808,competitor
40.412184,49.840771,competitor
40.472185,49.834165,competitor
40.540970,49.783317,competitor
40.431985,49.842676,competitor
40.431699,49.769746,competitor
40.432354,49.866710,competitor
40.413224,49.838148,competitor
40.425752,49.843798,competitor
40.43903980390977,49.84441356492325,competitor
40.425150,49.826468,competitor
40.432162,49.804411,competitor
40.46598610774985,49.82946053568206,competitor
40.495252,49.855148,competitor
40.437115,49.801995,competitor
40.46761502581352,49.622689251742344,competitor
40.42578125,49.818824768066406,competitor
40.421162,49.814681,competitor
40.416279,49.833863,competitor
40.418736,49.810984,competitor
40.41465012957297,49.76827137827392,competitor
40.46753257446363,49.84231164928107,competitor
40.426657,49.849794,competitor
40.41344323232291,49.82794167409921,competitor
40.413922,49.843966,competitor
40.463923,49.629655,competitor
40.413839,49.803859,competitor
39.215229,48.525204,competitor
39.212246,48.504805,competitor
39.212265,48.505136 ,competitor
39.11820132392511,48.59439570246162,competitor
39.21109254745534,48.50612612544456,competitor
39.26638016949251,48.5023440349456,competitor
38.956311,45.631555,competitor
38.956336,45.629442,competitor
40.523939760706085,46.08170728310632,competitor
40.523939760706085,46.08170728310632,competitor
40.523353001815735,46.08261776290432,competitor
39.59665280084392,47.153582134639294,competitor
39.4478445,47.3404235,competitor
39.5594237,47.566481,competitor
40.576428,45.808638,competitor
40.57215910675314,45.80605010948782,competitor
40.66194607921284,45.47864818127052,competitor
40.502506644668244,45.75588957205038,competitor
40.659640423995974,45.80808174961761,competitor
40.59737322448654,45.602710735222225,competitor
40.576428,45.808638,competitor
40.58222707606838,45.80520595114627,competitor
40.6788172747948,46.41097516187645,competitor
40.71083725084026,46.376986340737,competitor
40.67081847684641,46.37643392091075,competitor
