"business_id","phone_number","name","full_address","latitude","longitude","review_count","rating","timezone","website","place_id","place_link","types","price_level","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","city","verified","photos","state","description"
"0x40307d67e9cbcbaf:0x8a5f95e8b45dc158","","Gnclik metro stansiyas Gnclik Mall","Gnclik metro stansiyas Gnclik Mall, Bak, Azerbaijan","40.39931","49.8511369","1","5","Asia/Baku","","ChIJr8vL6Wd9MEARWMFdtOiVX4o","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40307d67e9cbcbaf:0x8a5f95e8b45dc158","Bus stop","","","","","","","","","Baku, Azerbaijan","true","","",""
"0x403062f61b5e3233:0xe98079c59b26cda5","","Gara Garayev","Gara Garayev, Azerbaijan","40.417588699999996","49.934182","47","4.4","Asia/Baku","","ChIJMzJeG_ZiMEARpc0mm8V5gOk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x403062f61b5e3233:0xe98079c59b26cda5","Subway station","","","","","","","","","Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipOTXC2sUctUmFKZl_RySwiXJc_siAnXNiPGRL7i=w203-h106-k-no","",""
"0x40307d19542065e1:0x670932b7a0a230c4","","Xtai metro stansiyas","Xtai metro stansiyas, Bak, Azerbaijan","40.383002","49.8722571","5","4.6","Asia/Baku","","ChIJ4WUgVBl9MEARxDCioLcyCWc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40307d19542065e1:0x670932b7a0a230c4","Bus stop","","","","","","","","","Baku, Azerbaijan","true","","",""
"0x403062ff336cdb3f:0x5c55032831127d72","","Neftilr metro stansiyas (214 sayl mktb)","Neftilr metro stansiyas (214 sayl mktb), Azerbaijan","40.411564999999996","49.94198","","","Asia/Baku","","ChIJP9tsM_9iMEARcn0SMSgDVVw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x403062ff336cdb3f:0x5c55032831127d72","Bus stop","","","","","","","","","Azerbaijan","true","","",""
"0x403087764dfc378f:0x50540c897dc2dcc8","","20 Yanvar metro stansiyas (Azrenerji E)","20 Yanvar metro stansiyas (Azrenerji E), Bak, Azerbaijan","40.402518","49.806805999999995","1","3","Asia/Baku","","ChIJjzf8TXaHMEARyNzCfYkMVFA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x403087764dfc378f:0x50540c897dc2dcc8","Bus stop","","","","","","","","","Baku, Azerbaijan","true","","",""
"0x403087977e1937c1:0xf632ba843345e3a3","","Memar cmi metro stansiyas","Memar cmi metro stansiyas, Bak, Azerbaijan","40.410509999999995","49.815453","4","4","Asia/Baku","","ChIJwTcZfpeHMEARo-NFM4S6MvY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x403087977e1937c1:0xf632ba843345e3a3","Bus stop","","","","","","","","","Baku, Azerbaijan","true","","",""
"0x403064a8219b0355:0xe53b89f7418741ee","","Hzi Aslanov metro stansiyas","Hzi Aslanov metro stansiyas, Bak, Azerbaijan","40.37198","49.9536679","7","5","Asia/Baku","","ChIJVQObIahkMEAR7kGHQfeJO-U","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x403064a8219b0355:0xe53b89f7418741ee","Bus stop","","","","","","","","","Baku, Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipMWiJVy6Y7s2AOT3pFuz3831hi7HFlEgJHc3RBH=w203-h134-k-no","",""
"0x403062fe499957dd:0x4199d7b2730bf75f","","Nizami District Executive Power","Nizami District Executive Power, Azerbaijan","40.408991","49.9438999","4","4","Asia/Baku","","ChIJ3VeZSf5iMEARX_cLc7LXmUE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x403062fe499957dd:0x4199d7b2730bf75f","Bus stop","","","","","","","","","Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipMlENmMS5DMowRUc0O6W7H4igJKW1-HDIUf6vny=w203-h270-k-no","",""
"0x40307d5d743ad6ff:0xc66ed37bcc509c72","","Gnclik metro stansiyas Atatrk prospekti","Gnclik metro stansiyas Atatrk prospekti, Bak, Azerbaijan","40.40116","49.852033999999996","1","5","Asia/Baku","","ChIJ_9Y6dF19MEARcpxQzHvTbsY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40307d5d743ad6ff:0xc66ed37bcc509c72","Bus stop","","","","","","","","","Baku, Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipPTlHQ3TaLAKYf_nHaq236mv2rsEP9eknq0hr2S=w203-h451-k-no","",""
"0x40307dea5b943d51:0x2636058d56be35a4","+994124900000","Elmlr Akademiyas Metro Stansiyas","9RF7+XQJ Elmlr Akademiyas Metro Stansiyas, Baku, Azerbaijan","40.3749677","49.814383799999995","921","4.5","Asia/Baku","http://metro.gov.az/","ChIJUT2UW-p9MEARpDW-Vo0FNiY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40307dea5b943d51:0x2636058d56be35a4","Transportation service","","","","","","","","","Baku, Azerbaijan","false","https://lh5.googleusercontent.com/p/AF1QipOmX9dV3NrJB5Mkl0zvQmNQSLSBgPgE-YpjhE0v=w203-h270-k-no","",""
"0x40308761dddcba95:0x9d42bcd1176a77c7","","naatlar metro stansiyas","naatlar metro stansiyas, Bak, Azerbaijan","40.388729","49.803160999999996","12","4.3","Asia/Baku","","ChIJlbrc3WGHMEARx3dqF9G8Qp0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40308761dddcba95:0x9d42bcd1176a77c7","Bus stop","","","","","","","","","Baku, Azerbaijan","true","","",""
"0x40307dea8b8777ab:0x508b2567eeef43ed","","Elmlr Akademiyas metro stansiyas","Elmlr Akademiyas metro stansiyas, Bak, Azerbaijan","40.374973","49.815722","3","3.7","Asia/Baku","","ChIJq3eHi-p9MEAR7UPv7mcli1A","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40307dea8b8777ab:0x508b2567eeef43ed","Bus stop","","","","","","","","","Baku, Azerbaijan","true","","",""
"0x40307d081046fbdd:0xe2c2290261f21186","","28 May metrostansiyas","28 May metrostansiyas, Bak, Azerbaijan","40.379494","49.85104","6","4.3","Asia/Baku","","ChIJ3ftGEAh9MEARhhHyYQIpwuI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40307d081046fbdd:0xe2c2290261f21186","Bus stop","","","","","","","","","Baku, Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipOEQy8AfvxfRiW59u1gf2lKFxrcwqAitbNFm75t=w203-h152-k-no","",""
"0x40307dbd31aae103:0x6c8db240909caa","","A hr metrostansiyas","A hr metrostansiyas, yaay kompleksi, Bak, Azerbaijan","40.378924999999995","49.890640999999995","6","5","Asia/Baku","","ChIJA-GqMb19MEARqpyQQLKNbAA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40307dbd31aae103:0x6c8db240909caa","Metropolitan train company","","6AM12AM","6AM12AM","6AM12AM","6AM12AM","6AM12AM","6AM12AM","6AM12AM","Baku, Azerbaijan","false","","Closes soon  12AM  Opens 6AM Mon",""
"0x403062f595bc03ef:0xbfc88a1e8ba9f055","","Qara Qarayev m/st (Tbriz kinoteatr)","Qara Qarayev m/st (Tbriz kinoteatr), Azerbaijan","40.418458","49.931143","","","Asia/Baku","","ChIJ7wO8lfViMEARVfCpix6KyL8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x403062f595bc03ef:0xbfc88a1e8ba9f055","Bus stop","","","","","","","","","Azerbaijan","true","","",""
"0x40306215fc9b3aed:0xf530d1c42965090f","","Bakikhanov Station","Bakikhanov Station, Azerbaijan","40.432590999999995","49.955591999999996","3","2.3","Asia/Baku","","ChIJ7Tqb_BViMEARDwllKcTRMPU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40306215fc9b3aed:0xf530d1c42965090f","Bus station","","","","","","","","","Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipOaldqwxOG2IC_Db1i3kkgi3wq4qEeJIZ6-vn_c=w203-h270-k-no","",""
"0x40307d6786e8f117:0xfab3d10db970de02","","Gnclik metro stansiyas","Gnclik metro stansiyas, Bak, Azerbaijan","40.400507","49.850933","4","4.5","Asia/Baku","","ChIJF_Hohmd9MEARAt5wuQ3Rs_o","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40307d6786e8f117:0xfab3d10db970de02","Bus stop","","","","","","","","","Baku, Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipPkGzG84oUxMuCMKVyYNKdGGMSdcPtVrT3Nu2vq=w203-h270-k-no","",""
"0x403a802aca45d0e5:0x4f124cd7f529b7dd","","Lokbatan","Lokbatan, Azerbaijan","40.317548599999995","49.7276326","21","4.2","Asia/Baku","","ChIJ5dBFyiqAOkAR3bcp9ddMEk8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x403a802aca45d0e5:0x4f124cd7f529b7dd","Train station","","","","","","","","","Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipMZw0re_o1iNDj8rYa-jxbEv5CwEJULrrWIhTEw=w203-h152-k-no","",""
"0x40307d8e0562e8bb:0xce282a4ac9553480","","Nriman Nrimanov stansiyas","9VQG+QX5 Nriman Nrimanov stansiyas, Nrimanov Stansiyas, Bak, Azerbaijan","40.389376","49.877499099999994","25","4.6","Asia/Baku","","ChIJu-hiBY59MEARgDRVyUoqKM4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40307d8e0562e8bb:0xce282a4ac9553480","Railway services","","","","","","","","","Baku, Azerbaijan","false","https://lh5.googleusercontent.com/p/AF1QipPzSkHrq-DBX3WOnkGBbUjVkIcmAi3BJqaZHlsF=w203-h152-k-no","",""
"0x403087840abc73d9:0x2cb9e554d3f5648b","","8 Noyabr","8 Noyabr, Baku, Azerbaijan","40.401874","49.8208871","31","4.6","Asia/Baku","","ChIJ2XO8CoSHMEARi2T101TluSw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x403087840abc73d9:0x2cb9e554d3f5648b","Subway station","","","","","","","","","Baku, Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipM3c87nOEk0hILQB5WeTDAr_VTO3wmM0B6CA6D3=w203-h138-k-no","",""
"0x403085d6410fb685:0x8f6d3f715c98d1cd","","Khirdalan","Khirdalan, seheri heyder, Xirdalan, Heydar Aliyev Ave, Baku, Azerbaijan","40.4457531","49.7481199","38","4.2","Asia/Baku","","ChIJhbYPQdaFMEARzdGYXHE_bY8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x403085d6410fb685:0x8f6d3f715c98d1cd","Train station","","","","","","","","","Baku, Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipPUgL5kE5VdGnfv07a9GZbhmrvryg1sBvrDDT9w=w203-h152-k-no","",""
"0x40307d6b66f4e8bb:0xf9974561a251d4a5","","""28 May"" metro station","""28 May"" metro station, Baku 1009, Azerbaijan","40.382611499999996","49.846795199999995","554","4.4","Asia/Baku","","ChIJu-j0Zmt9MEARpdRRomFFl_k","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x40307d6b66f4e8bb:0xf9974561a251d4a5","Transcription service","","6AM12AM","6AM12AM","6AM12AM","6AM12AM","6AM12AM","6AM12AM","6AM12AM","Baku, Azerbaijan","true","https://lh5.googleusercontent.com/p/AF1QipO3yoKy-5SNPF5DAB7uZvqLk8uZZhGuJGASw7IC=w203-h152-k-no","Closes soon  12AM  Opens 6AM Mon",""
